sample	cnv	accession	n_cnvs	total_size	coverage_percent	span_percent	size_smallest	size_largest	std_regions_size	norm_depth_mean	norm_depth_median	smooth_depth_mean	smooth_depth_median	chrom_depth	chrom_norm_depth	genome_depth	chromosome	length	lineage	chrom_category_aneuploidy	chrom_category_size	strain	source	dataset	vni_subdivision	samples_in_dataset_lineage	samples_in_lineage	samples_in_sublineage	samples_in_lineage_source	total_samples
ERS2541146	deletion	CP003828.1	3	50808	4.28	100	11000	25308	7458.57	0.05	0	0.04	0	44.22	1.01	43.88	chr09	1186808	VNI	Euploid	Absent	04CN-03-082	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541146	duplication	CP003829.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	45.39	1.03	43.88	chr10	1059964	VNI	Euploid	Absent	04CN-03-082	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541146	deletion	CP003829.1	4	36464	3.44	100	3500	21000	8048.63	0.13	0.03	0.06	0.05	45.39	1.03	43.88	chr10	1059964	VNI	Euploid	Absent	04CN-03-082	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541146	duplication	CP003830.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	42.44	0.97	43.88	chr11	1561994	VNI	Euploid	Absent	04CN-03-082	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541146	deletion	CP003830.1	4	87994	5.63	100	7000	49000	18854.87	0.11	0.01	0.07	0.03	42.44	0.97	43.88	chr11	1561994	VNI	Euploid	Small	04CN-03-082	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541146	duplication	CP003831.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	48.45	1.1	43.88	chr12	774062	VNI	Euploid	Absent	04CN-03-082	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541146	deletion	CP003831.1	4	32562	4.21	100	62	13500	5836.18	0.16	0.04	0.12	0.06	48.45	1.1	43.88	chr12	774062	VNI	Euploid	Absent	04CN-03-082	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541146	duplication	CP003832.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	47.06	1.07	43.88	chr13	756744	VNI	Euploid	Absent	04CN-03-082	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541146	deletion	CP003832.1	4	45744	6.04	100	7500	16244	4142.83	0.12	0.06	0.11	0.09	47.06	1.07	43.88	chr13	756744	VNI	Euploid	Small	04CN-03-082	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541146	duplication	CP003833.2	1	1367	0.14	0.14	1367	1367	NA	0.42	0.27	2.21	2.41	44.25	1.01	43.88	chr14	942867	VNI	Euploid	Absent	04CN-03-082	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541146	deletion	CP003833.2	2	20500	2.17	49.79	500	20000	13788.58	0.16	0.1	0.12	0.12	44.25	1.01	43.88	chr14	942867	VNI	Euploid	Absent	04CN-03-082	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003820.1	1	11000	0.48	0.48	11000	11000	NA	5.53	5.7	5.33	5.63	39.21	0.98	39.84	chr01	2291499	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003820.1	5	74999	3.27	100	7500	26499	9617.39	0.08	0	0.04	0	39.21	0.98	39.84	chr01	2291499	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003821.1	1	7500	0.46	0.46	7500	7500	NA	35.18	40.86	34.19	40.85	37.34	0.94	39.84	chr02	1621675	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003821.1	3	54675	3.37	100	500	52000	29262	0.07	0.01	0.04	0.01	37.34	0.94	39.84	chr02	1621675	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003822.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.6	0.99	39.84	chr03	1575141	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003822.1	4	35141	2.23	100	2641	13500	4582.66	0.07	0	0.06	0	39.6	0.99	39.84	chr03	1575141	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003823.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.94	1	39.84	chr04	1084805	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003823.1	3	45305	4.18	100	10305	24500	8139.78	0.17	0.08	0.1	0.09	39.94	1	39.84	chr04	1084805	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.32	1.01	39.84	chr05	1814975	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003824.1	4	45475	2.51	100	7000	18000	4680.87	0.1	0.01	0.09	0.02	40.32	1.01	39.84	chr05	1814975	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.2	1.01	39.84	chr06	1422463	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003825.1	4	27463	1.93	100	2000	16500	6725.98	0.22	0.07	0.12	0.08	40.2	1.01	39.84	chr06	1422463	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003826.1	1	4000	0.29	0.29	4000	4000	NA	1.86	1.85	1.63	1.63	39.54	0.99	39.84	chr07	1399503	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003826.1	4	44503	3.18	100	2503	28000	11447.5	0.11	0.06	0.09	0.08	39.54	0.99	39.84	chr07	1399503	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003827.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.02	1	39.84	chr08	1398693	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003827.1	5	72193	5.16	100	5000	37000	12986.97	0.1	0.03	0.08	0.03	40.02	1	39.84	chr08	1398693	VNI	Euploid	Small	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003828.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.85	1	39.84	chr09	1186808	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003828.1	3	49808	4.2	100	10500	25308	7739.48	0.06	0	0.04	0	39.85	1	39.84	chr09	1186808	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003829.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.63	1.04	39.84	chr10	1059964	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003829.1	4	34464	3.25	100	1500	21000	8559.7	0.15	0.02	0.07	0.06	41.63	1.04	39.84	chr10	1059964	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003830.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	38.54	0.97	39.84	chr11	1561994	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003830.1	4	87994	5.63	100	7000	49000	18854.87	0.12	0.01	0.07	0.02	38.54	0.97	39.84	chr11	1561994	VNI	Euploid	Small	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003831.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	43.48	1.09	39.84	chr12	774062	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003831.1	4	30062	3.88	100	62	11500	5182.43	0.1	0.01	0.09	0.01	43.48	1.09	39.84	chr12	774062	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003832.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	42.59	1.07	39.84	chr13	756744	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003832.1	4	45744	6.04	100	7500	16744	4462.18	0.12	0.06	0.13	0.13	42.59	1.07	39.84	chr13	756744	VNI	Euploid	Small	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	duplication	CP003833.2	1	867	0.09	0.09	867	867	NA	0.08	0.08	2.14	2.14	39.73	1	39.84	chr14	942867	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541180	deletion	CP003833.2	2	20500	2.17	49.79	500	20000	13788.58	0.19	0.1	0.16	0.14	39.73	1	39.84	chr14	942867	VNI	Euploid	Absent	04CN-03-084	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003820.1	1	11000	0.48	0.48	11000	11000	NA	6.3	6.62	6.13	6.49	31.42	1.01	31.14	chr01	2291499	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003820.1	5	63499	2.77	100	7500	24500	7268	0.07	0	0.05	0	31.42	1.01	31.14	chr01	2291499	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003821.1	1	7500	0.46	0.46	7500	7500	NA	46.05	53.93	44.98	52.28	29.99	0.96	31.14	chr02	1621675	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003821.1	2	54175	3.34	48.26	2175	52000	35231.6	0.09	0.01	0.04	0.01	29.99	0.96	31.14	chr02	1621675	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003822.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	31.51	1.01	31.14	chr03	1575141	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003822.1	4	37141	2.36	100	3141	14500	4708.23	0.09	0	0.07	0	31.51	1.01	31.14	chr03	1575141	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003823.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	30.67	0.98	31.14	chr04	1084805	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003823.1	3	44305	4.08	100	9805	24500	8428.43	0.2	0.06	0.09	0.06	30.67	0.98	31.14	chr04	1084805	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	31.77	1.02	31.14	chr05	1814975	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003824.1	4	43975	2.42	100	5475	20000	6526.24	0.11	0.01	0.11	0.08	31.77	1.02	31.14	chr05	1814975	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	31.29	1	31.14	chr06	1422463	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003825.1	4	27463	1.93	100	2000	16500	6725.98	0.19	0.04	0.12	0.07	31.29	1	31.14	chr06	1422463	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003826.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	31.21	1	31.14	chr07	1399503	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003826.1	4	47503	3.39	100	5503	28500	11100.29	0.11	0.04	0.08	0.06	31.21	1	31.14	chr07	1399503	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003827.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	31.2	1	31.14	chr08	1398693	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003827.1	5	72193	5.16	100	5000	37500	13317.77	0.1	0.03	0.08	0.03	31.2	1	31.14	chr08	1398693	VNI	Euploid	Small	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003828.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	30.58	0.98	31.14	chr09	1186808	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003828.1	3	49808	4.2	100	10500	25308	7739.48	0.06	0	0.04	0	30.58	0.98	31.14	chr09	1186808	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003829.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	31.71	1.02	31.14	chr10	1059964	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003829.1	4	35464	3.35	100	2500	21000	8293.04	0.14	0.02	0.08	0.04	31.71	1.02	31.14	chr10	1059964	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003830.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	30.39	0.98	31.14	chr11	1561994	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003830.1	4	87494	5.6	100	7000	48500	18616.34	0.11	0.01	0.07	0.01	30.39	0.98	31.14	chr11	1561994	VNI	Euploid	Small	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003831.1	1	4000	0.52	0.52	4000	4000	NA	3.8	4.2	1.84	1.84	32.07	1.03	31.14	chr12	774062	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003831.1	4	26562	3.43	100	62	10000	4685.75	0.12	0.01	0.09	0.06	32.07	1.03	31.14	chr12	774062	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003832.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	31.82	1.02	31.14	chr13	756744	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003832.1	4	48744	6.44	100	7500	18744	5223.13	0.14	0.06	0.12	0.08	31.82	1.02	31.14	chr13	756744	VNI	Euploid	Small	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	duplication	CP003833.2	1	867	0.09	0.09	867	867	NA	0.1	0.1	2.27	2.27	30.8	0.99	31.14	chr14	942867	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541190	deletion	CP003833.2	2	20500	2.17	49.79	500	20000	13788.58	0.16	0.1	0.13	0.13	30.8	0.99	31.14	chr14	942867	VNI	Euploid	Absent	04CN-03-085	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003820.1	1	11000	0.48	0.48	11000	11000	NA	6.06	6.2	5.79	6.16	53.28	1.01	52.68	chr01	2291499	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003820.1	5	64499	2.81	100	7500	24500	7136.1	0.07	0	0.06	0	53.28	1.01	52.68	chr01	2291499	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003821.1	1	7500	0.46	0.46	7500	7500	NA	42.36	49.62	41.49	49.51	51.95	0.99	52.68	chr02	1621675	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003821.1	2	54175	3.34	48.26	2175	52000	35231.6	0.08	0.01	0.04	0.01	51.95	0.99	52.68	chr02	1621675	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003822.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	53.71	1.02	52.68	chr03	1575141	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003822.1	4	38141	2.42	100	3141	15000	4888.15	0.09	0	0.06	0	53.71	1.02	52.68	chr03	1575141	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003823.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	51.89	0.99	52.68	chr04	1084805	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003823.1	3	44805	4.13	100	9805	24500	8290.82	0.17	0.06	0.09	0.06	51.89	0.99	52.68	chr04	1084805	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	53.47	1.01	52.68	chr05	1814975	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003824.1	4	40475	2.23	100	5475	18000	5580.3	0.11	0.03	0.1	0.06	53.47	1.01	52.68	chr05	1814975	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	53.03	1.01	52.68	chr06	1422463	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003825.1	4	27963	1.97	100	2500	16000	6259.34	0.19	0.04	0.11	0.08	53.03	1.01	52.68	chr06	1422463	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003826.1	1	4000	0.29	0.29	4000	4000	NA	1.9	1.86	1.72	1.72	52.77	1	52.68	chr07	1399503	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003826.1	4	45003	3.22	100	2503	29000	12002.74	0.1	0.06	0.08	0.07	52.77	1	52.68	chr07	1399503	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003827.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	52.74	1	52.68	chr08	1398693	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003827.1	5	73193	5.23	100	5000	37500	13196.29	0.09	0.02	0.07	0.03	52.74	1	52.68	chr08	1398693	VNI	Euploid	Small	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003828.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	51.94	0.99	52.68	chr09	1186808	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003828.1	3	50808	4.28	100	11000	25308	7458.57	0.06	0	0.04	0	51.94	0.99	52.68	chr09	1186808	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003829.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	53.7	1.02	52.68	chr10	1059964	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003829.1	4	35464	3.35	100	2500	21000	8293.04	0.13	0.02	0.06	0.06	53.7	1.02	52.68	chr10	1059964	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003830.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	51.25	0.97	52.68	chr11	1561994	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003830.1	4	89494	5.73	100	7000	50000	19241.54	0.12	0.01	0.07	0.02	51.25	0.97	52.68	chr11	1561994	VNI	Euploid	Small	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003831.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	52.81	1	52.68	chr12	774062	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003831.1	4	34562	4.47	100	62	13000	5820.11	0.12	0	0.09	0.02	52.81	1	52.68	chr12	774062	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003832.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	53.06	1.01	52.68	chr13	756744	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003832.1	4	47244	6.24	100	7500	16744	4513.41	0.12	0.07	0.12	0.1	53.06	1.01	52.68	chr13	756744	VNI	Euploid	Small	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	duplication	CP003833.2	1	867	0.09	0.09	867	867	NA	0.04	0.04	1.9	1.9	51.5	0.98	52.68	chr14	942867	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541120	deletion	CP003833.2	2	20500	2.17	49.79	500	20000	13788.58	0.15	0.1	0.12	0.14	51.5	0.98	52.68	chr14	942867	VNI	Euploid	Absent	04CN-03-086	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	duplication	CP003820.1	1	11000	0.48	0.48	11000	11000	NA	5.58	5.8	5.46	5.73	37.42	0.99	37.89	chr01	2291499	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	deletion	CP003820.1	5	74999	3.27	100	7000	26499	9636.87	0.07	0	0.05	0	37.42	0.99	37.89	chr01	2291499	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	duplication	CP003821.1	1	7500	0.46	0.46	7500	7500	NA	54.47	64.22	53.47	63.62	36.39	0.96	37.89	chr02	1621675	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	deletion	CP003821.1	3	54675	3.37	100	500	52000	29262	0.09	0.01	0.04	0.02	36.39	0.96	37.89	chr02	1621675	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	duplication	CP003822.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	38.3	1.01	37.89	chr03	1575141	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	deletion	CP003822.1	4	34641	2.2	100	2641	13500	4526.78	0.07	0	0.06	0	38.3	1.01	37.89	chr03	1575141	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	duplication	CP003823.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	38.27	1.01	37.89	chr04	1084805	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	deletion	CP003823.1	3	44305	4.08	100	9805	24500	8428.43	0.23	0.09	0.12	0.1	38.27	1.01	37.89	chr04	1084805	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	duplication	CP003824.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	37.6	0.99	37.89	chr05	1814975	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	deletion	CP003824.1	4	39475	2.17	100	5475	18000	5609.72	0.12	0.03	0.1	0.03	37.6	0.99	37.89	chr05	1814975	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	duplication	CP003825.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	37.9	1	37.89	chr06	1422463	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	deletion	CP003825.1	4	24463	1.72	100	2000	13500	5312.27	0.2	0.07	0.11	0.09	37.9	1	37.89	chr06	1422463	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	duplication	CP003826.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	38.24	1.01	37.89	chr07	1399503	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	deletion	CP003826.1	4	45003	3.22	100	2003	28000	11470.17	0.12	0.07	0.1	0.11	38.24	1.01	37.89	chr07	1399503	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	duplication	CP003827.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	37.53	0.99	37.89	chr08	1398693	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	deletion	CP003827.1	5	72193	5.16	100	5000	37000	12986.97	0.11	0.03	0.1	0.02	37.53	0.99	37.89	chr08	1398693	VNI	Euploid	Small	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	duplication	CP003828.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	38.54	1.02	37.89	chr09	1186808	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	deletion	CP003828.1	3	48308	4.07	100	10500	25308	8034.53	0.07	0	0.03	0	38.54	1.02	37.89	chr09	1186808	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	duplication	CP003829.1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.16	1.03	37.89	chr10	1059964	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	deletion	CP003829.1	4	36464	3.44	100	1500	21000	8489.16	0.14	0.03	0.08	0.09	39.16	1.03	37.89	chr10	1059964	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
ERS2541093	duplication	CP003830.1	1	4000	0.26	0.26	4000	4000	NA	1.92	1.94	1.71	1.71	37.27	0.98	37.89	chr11	1561994	VNI	Euploid	Absent	04CN-03-087	Clinical	Ashton	VNIa	637	818	683	790	1016
