sample,lineage,strain,name,Species ID from mash anlaysis,VNI_subdivision,source,Study,HIV status,SRA_Accession,Country_of_origin,Continent of Origin,Year of Origin,Mean depth of mapping with MQ > 30 across whole genome,Proportion of genome covered by at least 5 reads which mapped with MQ > 30
ERS1142848,VNI,BK246,20427_3#54,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671724,Vietnam,Asia,2009.0,48.15042009,0.957383156
ERS1142849,VNI,BK247,20427_3#55,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671725,Vietnam,Asia,2009.0,39.08280319,0.956916094
ERS1142850,VNI,BK248,20427_3#56,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671726,Vietnam,Asia,2009.0,47.3870004,0.956761622
ERS1142851,VNI,BK249,20427_3#57,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671727,Vietnam,Asia,2009.0,48.32869913,0.959829589
ERS1142705,VNI,BK25,20427_2#14,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671612,Vietnam,Asia,2004.0,40.74122087,0.959177393
ERS1142852,VNI,BK250,20427_3#58,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671728,Vietnam,Asia,2009.0,68.31460816,0.95829476
ERS1142853,VNI,BK251,20949_2#32,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756565,Vietnam,Asia,2009.0,43.75959475,0.9900163
ERS542527,VNI,BK252,14893_1#40,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR842593,Vietnam,Asia,2009.0,36.62554168,0.957816014
ERS1142854,VNI,BK253,20949_2#33,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1756566,Vietnam,Asia,2009.0,47.61040867,0.985541305
ERS1142855,VNI,BK254,20949_2#34,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1756567,Vietnam,Asia,2009.0,48.55711823,0.986198119
ERS1142856,VNI,BK255,20949_2#35,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756568,Vietnam,Asia,2009.0,44.93359525,0.99072409
ERS1142857,VNI,BK256,20949_2#36,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR1756569,Vietnam,Asia,2009.0,38.80340051,0.98781718
ERS1142858,VNI,BK257,20949_2#37,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756570,Vietnam,Asia,2009.0,50.50473101,0.99090248
ERS1142859,VNI,BK258,20949_2#38,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR1756571,Vietnam,Asia,2009.0,39.70099908,0.988022673
ERS1142860,VNI,BK259,20949_2#39,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR1756572,Vietnam,Asia,2009.0,45.70941729,0.988764024
ERS542389,VNI,BK26,14892_1#93,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842555,Vietnam,Asia,2004.0,31.03102605,0.958305068
ERS1142861,VNI,BK260,20427_4#1,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671729,Vietnam,Asia,2009.0,61.72034228,0.957426875
ERS542536,VNI,BK261,14893_1#48,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842599,Vietnam,Asia,2009.0,30.63606504,0.956486724
ERS542537,VNI,BK262,14893_1#49,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842600,Vietnam,Asia,2009.0,32.03735907,0.958617183
ERS1142862,VNI,BK263,20427_4#2,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671730,Vietnam,Asia,2009.0,54.82606317,0.957835574
ERS542539,VNI,BK264,14893_1#51,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842602,Vietnam,Asia,2009.0,33.04573882,0.954394962
ERS542540,VNI,BK265,14893_1#52,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842603,Vietnam,Asia,2009.0,31.34605697,0.955867199
ERS1142863,VNI,BK266,20427_4#3,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671731,Vietnam,Asia,2010.0,52.05638655,0.956606358
ERS1142864,VNI,BK267,20427_4#4,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671732,Vietnam,Asia,2010.0,49.5176755,0.95706771
ERS1142865,VNI,BK268,20949_2#40,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1756573,Vietnam,Asia,2010.0,35.42119473,0.984455984
ERS1142866,VNI,BK269,20427_4#5,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671733,Vietnam,Asia,2010.0,52.62593617,0.959550884
ERS542302,VNI,BK27,14892_1#7,Cryptococcus neoformans var. grubii H99,VNIa-32,Clinical,Ashton,positive,ERR842482,Vietnam,Asia,2004.0,40.71312458,0.959513033
ERS542545,VNI,BK270,14893_1#57,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842607,Vietnam,Asia,2010.0,31.13559837,0.955840555
ERS542546,VNI,BK271,14893_1#58,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842608,Vietnam,Asia,2010.0,31.78643653,0.953553828
ERS1142867,VNI,BK272,20949_2#41,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756574,Vietnam,Asia,2010.0,37.30256136,0.989536976
ERS1142868,VNI,BK273,20427_4#6,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR1671734,Vietnam,Asia,2010.0,52.86287774,0.959817535
ERS1142869,VNI,BK274,20949_2#42,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1756575,Vietnam,Asia,2010.0,52.21415275,0.986985152
ERS1142870,VNI,BK275,20427_4#7,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671735,Vietnam,Asia,2010.0,60.05694243,0.960663745
ERS1142871,VNI,BK276,20427_4#8,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671736,Vietnam,Asia,2010.0,57.48260373,0.958129556
ERS1142872,VNI,BK277,20949_2#43,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR1756576,Vietnam,Asia,2010.0,44.00295222,0.988595956
ERS1142873,VNI,BK278,20427_4#9,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671737,Vietnam,Asia,2010.0,54.78504791,0.955173928
ERS542554,VNI,BK279,14893_1#66,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842612,Vietnam,Asia,2010.0,31.00272021,0.956243439
ERS542310,VNI,BK28,14892_1#15,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842489,Vietnam,Asia,2004.0,32.73210353,0.958618399
ERS1142874,VNI,BK280,20427_4#10,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671738,Vietnam,Asia,2010.0,52.62448902,0.957382468
ERS1142875,VNI,BK282,20427_4#11,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671739,Vietnam,Asia,2010.0,51.58028094,0.957919947
ERS1142876,VNI,BK283,20949_2#44,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR1756577,Vietnam,Asia,2010.0,48.55734299,0.988277977
ERS542558,VNI,BK284,14893_1#70,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842614,Vietnam,Asia,2010.0,31.75931958,0.955420014
ERS1142877,VNI,BK285,20427_4#12,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671740,Vietnam,Asia,2010.0,57.98803021,0.956945962
ERS1142878,VNI,BK286,20427_4#13,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671741,Vietnam,Asia,2010.0,67.31403671,0.958054964
ERS2541102,VNI,BK287,BK287,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624293,Vietnam,Asia,2010.0,39.46106548,0.984431052
ERS1142880,VNI,BK288,20427_4#15,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671743,Vietnam,Asia,2010.0,56.98073963,0.960304369
ERS1142881,VNI,BK289,20949_2#45,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR1756578,Vietnam,Asia,2010.0,51.4371031,0.98874142
ERS1142706,VNI,BK29,20949_2#3,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR1756536,Vietnam,Asia,2004.0,69.61905773,0.990468151
ERS1142882,VNI,BK290,20949_2#46,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756579,Vietnam,Asia,2010.0,53.73118204,0.990708845
ERS1142883,VNI,BK291,20427_4#16,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671744,Vietnam,Asia,2010.0,65.35545486,0.958265049
ERS1142885,VNI,BK293,20427_4#17,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671745,Vietnam,Asia,2010.0,59.02213616,0.960602845
ERS1142886,VNI,BK294,20949_2#48,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756581,Vietnam,Asia,2010.0,46.24528779,0.990102901
ERS1142887,VNI,BK295,20949_2#49,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1756582,Vietnam,Asia,2010.0,48.98397682,0.986616727
ERS1142888,VNI,BK296,20427_4#18,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671746,Vietnam,Asia,2010.0,63.40046704,0.960518155
ERS1142889,VNI,BK297,20427_4#19,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671747,Vietnam,Asia,2010.0,57.45603397,0.960120558
ERS1142890,VNI,BK298,20949_2#50,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756583,Vietnam,Asia,2010.0,51.69359473,0.990605464
ERS1142692,VNI,BK3,20427_2#1,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671599,Vietnam,Asia,2004.0,50.12743558,0.96042543
ERS542326,VNI,BK30,14892_1#30,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842498,Vietnam,Asia,2004.0,31.20818968,0.955828872
ERS1142892,VNI,BK301,20949_2#52,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756585,Vietnam,Asia,,49.29881707,0.989773065
ERS542334,VNI,BK31,14892_1#38,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842505,Vietnam,Asia,2004.0,30.25511179,0.958299359
ERS542342,VNI,BK32,14892_1#46,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842512,Vietnam,Asia,2004.0,32.44603705,0.954472251
ERS1142707,VNI,BK33,20427_2#15,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR1671613,Vietnam,Asia,2004.0,45.2034851,0.959563149
ERS1142708,VNI,BK34,20949_2#4,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756537,Vietnam,Asia,2004.0,60.40661127,0.992006116
ERS542366,VNI,BK35,14892_1#70,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842534,Vietnam,Asia,2004.0,59.51275575,0.956928993
ERS542374,VNI,BK36,14892_1#78,Cryptococcus neoformans var. grubii H99,VNIa-32,Clinical,Ashton,positive,ERR842541,Vietnam,Asia,2005.0,34.76309984,0.958766421
ERS1142709,VNI,BK37,20427_2#16,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671614,Vietnam,Asia,2005.0,39.7988643,0.959611626
ERS1142710,VNI,BK38,20949_2#5,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756538,Vietnam,Asia,2005.0,54.81292685,0.9916126
ERS542303,VNI,BK39,14892_1#8,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842483,Vietnam,Asia,2005.0,40.22910518,0.9592015
ERS542324,VNI,BK4,14892_1#29,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842497,Vietnam,Asia,2004.0,34.05194207,0.958639598
ERS542311,VNI,BK40,14892_1#16,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842490,Vietnam,Asia,2005.0,36.96164178,0.954073755
ERS1142711,VNI,BK41,20427_2#17,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671615,Vietnam,Asia,2005.0,46.41517152,0.960238341
ERS1142712,VNI,BK42,20427_2#18,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671616,Vietnam,Asia,2005.0,35.03830996,0.959324252
ERS542335,VNI,BK43,14892_1#39,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842506,Vietnam,Asia,2005.0,29.91374578,0.958336206
ERS542343,VNI,BK44,14892_1#47,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842513,Vietnam,Asia,2005.0,32.91473112,0.958703935
ERS1142713,VNI,BK45,20427_2#19,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671617,Vietnam,Asia,2005.0,38.40440953,0.959714396
ERS1142714,VNI,BK46,20427_2#20,Cryptococcus neoformans var. grubii H99,VNIa-32,Clinical,Ashton,positive,ERR1671618,Vietnam,Asia,2005.0,41.46130875,0.960444303
ERS1142715,VNI,BK47,20949_2#6,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756539,Vietnam,Asia,2005.0,53.62651517,0.991170542
ERS1142716,VNI,BK48,20427_2#21,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671619,Vietnam,Asia,2005.0,37.98524694,0.956780865
ERS1142717,VNI,BK49,20427_2#22,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671620,Vietnam,Asia,2005.0,40.95602597,0.959722484
ERS1142693,VNI,BK5,20427_2#2,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671600,Vietnam,Asia,2004.0,55.93813972,0.956728793
ERS542391,VNI,BK50,14892_1#95,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842557,Vietnam,Asia,2005.0,32.88889597,0.958527313
ERS1142718,VNI,BK51,20427_2#23,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671621,Vietnam,Asia,2005.0,45.35552997,0.960232367
ERS542312,VNI,BK52,14892_1#17,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842491,Vietnam,Asia,2005.0,30.21101985,0.955645484
ERS1142719,VNI,BK53,20427_2#24,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671622,Vietnam,Asia,2005.0,43.37984881,0.957312211
ERS542328,VNI,BK54,14892_1#32,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842500,Vietnam,Asia,2005.0,30.76684446,0.958304328
ERS542336,VNI,BK55,14892_1#40,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR842507,Vietnam,Asia,2005.0,32.19988461,0.957814745
ERS542344,VNI,BK56,14892_1#48,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842514,Vietnam,Asia,2005.0,35.61178316,0.956751736
ERS1142720,VNI,BK57,20427_2#25,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671623,Vietnam,Asia,2005.0,38.14170647,0.957120047
ERS1142721,VNI,BK58,20427_2#26,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671624,Vietnam,Asia,2005.0,38.93095268,0.957083041
ERS1142722,VNI,BK59,20427_2#27,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671625,Vietnam,Asia,2005.0,42.14028335,0.957524887
ERS542340,VNI,BK6,14892_1#44,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842510,Vietnam,Asia,2004.0,33.28184355,0.95635287
ERS1142723,VNI,BK60,20427_2#28,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671626,Vietnam,Asia,2005.0,40.34819341,0.959927125
ERS1142724,VNI,BK61,20427_2#29,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671627,Vietnam,Asia,2005.0,38.98316767,0.956897062
ERS542392,VNI,BK62,14936_1#1,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842634,Vietnam,Asia,2005.0,33.62901934,0.958799779
ERS1142725,VNI,BK63,20427_2#30,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671628,Vietnam,Asia,2005.0,41.96400645,0.959891969
ERS1142726,VNI,BK64,20427_2#31,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671629,Vietnam,Asia,2005.0,36.99644207,0.957104874
ERS542321,VNI,BK65,14892_1#26,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR842496,Vietnam,Asia,2005.0,29.98850112,0.9586258
ERS1142727,VNI,BK66,20427_2#32,Cryptococcus neoformans var. grubii H99,VNIa-32,Clinical,Ashton,positive,ERR1671630,Vietnam,Asia,2005.0,38.96329455,0.96047581
ERS1142728,VNI,BK68,20427_2#33,Cryptococcus neoformans var. grubii H99,VNIa-32,Clinical,Ashton,positive,ERR1671631,Vietnam,Asia,2005.0,39.63541105,0.96088488
ERS1142729,VNI,BK69,20427_2#34,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671632,Vietnam,Asia,2005.0,37.67742884,0.957361798
ERS1142694,VNI,BK7,20427_2#3,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671601,Vietnam,Asia,2004.0,47.35788428,0.957985129
ERS542361,VNI,BK70,14892_1#65,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842530,Vietnam,Asia,2005.0,30.18720734,0.955075599
ERS1142730,VNI,BK71,20427_2#35,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671633,Vietnam,Asia,2005.0,40.8685325,0.957085526
ERS1142731,VNI,BK72,20427_2#36,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR1671634,Vietnam,Asia,2005.0,41.44088495,0.958301896
ERS1142732,VNI,BK73,20427_2#37,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671635,Vietnam,Asia,2005.0,40.3862382,0.956476045
ERS1142733,VNI,BK74,20427_2#38,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671636,Vietnam,Asia,2005.0,35.73081629,0.956892146
ERS542306,VNI,BK75,14892_1#11,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842485,Vietnam,Asia,2005.0,31.54785013,0.955611333
ERS1142734,VNI,BK76,20427_2#39,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671637,Vietnam,Asia,2005.0,42.07413301,0.959952235
ERS1142735,VNI,BK77,20949_2#7,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756540,Vietnam,Asia,2005.0,45.22012395,0.990063042
ERS1142736,VNI,BK78,20949_2#8,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1756541,Vietnam,Asia,2005.0,45.52001231,0.990940593
ERS1142737,VNI,BK79,20427_2#40,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671638,Vietnam,Asia,2005.0,35.26815752,0.956632526
ERS1142695,VNI,BK8,20427_2#4,Cryptococcus neoformans var. grubii H99,VNIb,Clinical,Ashton,positive,ERR1671602,Vietnam,Asia,2004.0,44.55160567,0.966607303
ERS1142738,VNI,BK80,20427_2#41,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671639,Vietnam,Asia,2005.0,41.05133729,0.956392572
ERS1142739,VNI,BK81,20427_2#42,Cryptococcus neoformans var. grubii H99,VNIa-32,Clinical,Ashton,positive,ERR1671640,Vietnam,Asia,2005.0,44.01664043,0.960641278
ERS1142740,VNI,BK82,20427_2#43,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671641,Vietnam,Asia,2005.0,42.12372259,0.960167819
ERS1142741,VNI,BK83,20427_2#44,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671642,Vietnam,Asia,2005.0,36.78136793,0.956463516
ERS1142742,VNI,BK84,20427_2#45,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671643,Vietnam,Asia,2005.0,45.78167481,0.957308828
ERS1142743,VNI,BK85,20427_2#46,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR1671644,Vietnam,Asia,2005.0,42.99119957,0.959578057
ERS1142744,VNI,BK86,20427_2#47,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671645,Vietnam,Asia,2005.0,40.98215595,0.956903935
ERS542394,VNI,BK87,14936_1#3,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR842635,Vietnam,Asia,2005.0,32.68795824,0.956052227
ERS1142745,VNI,BK88,20427_2#48,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671646,Vietnam,Asia,2005.0,44.53895986,0.956639821
ERS1142746,VNI,BK89,20427_2#49,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671647,Vietnam,Asia,2005.0,46.56092494,0.957412496
ERS1142747,VNI,BK90,20427_2#50,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671648,Vietnam,Asia,2005.0,48.59239927,0.956902402
ERS1142748,VNI,BK91,20427_2#51,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671649,Vietnam,Asia,2005.0,42.90505216,0.960230094
ERS1142749,VNI,BK92,20427_2#52,Cryptococcus neoformans var. grubii H99,VNIa-32,Clinical,Ashton,positive,ERR1671650,Vietnam,Asia,2005.0,38.21346629,0.960259592
ERS1142750,VNI,BK93,20427_2#53,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671651,Vietnam,Asia,2005.0,41.52486175,0.957138549
ERS1142751,VNI,BK94,20427_2#54,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671652,Vietnam,Asia,2005.0,37.3373437,0.959600578
ERS1142752,VNI,BK95,20427_2#55,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671653,Vietnam,Asia,2005.0,40.85734668,0.956455164
ERS1142753,VNI,BK96,20427_2#56,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671654,Vietnam,Asia,2005.0,37.89679283,0.956700722
ERS1142754,VNI,BK97,20427_2#57,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671655,Vietnam,Asia,2005.0,40.52275285,0.960174427
ERS1142755,VNI,BK98,20427_2#58,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR1671656,Vietnam,Asia,2005.0,42.37154626,0.956770133
ERS1142756,VNI,BK99,20427_2#59,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR1671657,Vietnam,Asia,2005.0,40.57996428,0.9597689
ERS2541337,VNI,BMD_1385,BMD_1385,Cryptococcus gattii WM276,,Clinical,Ashton,negative,ERR2624309,Vietnam,Asia,2007.0,27.80429785,0.608817664
ERS2541338,VNI,BMD_1516,BMD_1516,Cryptococcus gattii WM276,,Clinical,Ashton,negative,ERR2624397,Vietnam,Asia,2008.0,25.31709781,0.601970558
ERS2541339,VNI,BMD_2014,BMD_2014,Cryptococcus gattii WM276,,Clinical,Ashton,negative,ERR2624500,Vietnam,Asia,,20.7316071,0.58784567
ERS542586,VNI,BMD0367,14893_3#52,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR775391,Vietnam,Asia,,35.90889986,0.958772553
ERS2541335,VNI,BMD101,BMD101,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624100,Vietnam,Asia,1997.0,50.83942592,0.99121199
ERS542587,VNI,BMD1198,14893_3#53,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR775392,Vietnam,Asia,,35.46793799,0.958227621
ERS2541165,VNI,BMD1228,BMD1228,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624491,Vietnam,Asia,,33.33890745,0.987798441
ERS2541240,VNI,BMD1232,BMD1232,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624416,Vietnam,Asia,2007.0,44.5906006,0.991328075
ERS2541258,VNI,BMD1291,BMD1291,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624106,Vietnam,Asia,2007.0,36.95493329,0.990521086
ERS1142896,VNI,BMD1338,20949_2#56,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR1764085,Vietnam,Asia,2007.0,39.87139341,0.990506952
ERS2541242,VNI,BMD1353,BMD1353,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624126,Vietnam,Asia,,51.20687285,0.990996651
ERS542595,VNI,BMD1367,15277_3#45,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR852963,Vietnam,Asia,,38.07950834,0.956464257
ERS2541109,VNI,BMD1392,BMD1392,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624444,Vietnam,Asia,,36.62996842,0.985887868
ERS2541103,VNI,BMD1415,BMD1415,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624218,Vietnam,Asia,,57.57515341,0.987555894
ERS2541176,VNI,BMD1452,BMD1452,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624297,Vietnam,Asia,,55.58908016,0.991777438
